priority,total_score,primary_category,year,venue,title,authors,abstract,url,doi,citation_count,kg_score,repair_score,neurosymbolic_score,graph_ml_score,llm_agent_score,data_quality_score,benchmark_score,negative_penalty,reason_for_inclusion,matched_terms,dblp_key,semantic_scholar_id,openalex_id
B,8,KG repair / data repair / constraints,2026,AAAI,LORETTA: A Low Resource Framework to Poison Continuous Time Dynamic Graphs.,Himanshu Pal; Venkata Sai Pranav Bachina; Ankit Gangwal; Charu Sharma,"Temporal Graph Neural Networks (TGNNs) are increasingly used in high-stakes domains, such as financial forecasting, recommendation systems, and fraud detection. However, their susceptibility to poisoning attacks poses a critical security risk. We introduce LoReTTA (Low Resource Two-phase Temporal Attack), a novel adversarial framework on Continuous-Time Dynamic Graphs, which degrades TGNN performance by an average of 29.47% across 4 widely benchmark datasets and 4 State-of-the-Art (SotA) models. LoReTTA operates through a two-stage approach: (1) sparsify the graph by removing high-impact edges using any of the 16 tested temporal importance metrics, (2) strategically replace removed edges with adversarial negatives via LoReTTA’s novel degree-preserving negative sampling algorithm. Our plug-and-play design eliminates the need for expensive surrogate models while adhering to realistic unnoticeability constraints. LoReTTA degrades performance by upto 42.0% on MOOC, 31.5% on Wikipedia, 28.8% on UCI, and 15.6% on Enron. LoReTTA outperforms 11 attack baselines, remains undetectable to 4 leading anomaly detection systems, and is robust to 4 SotA adversarial defense training methods, establishing its effectiveness, unnoticeability, and robustness.",https://doi.org/10.1609/aaai.v40i10.37770,10.1609/aaai.v40i10.37770,0,0,3,0,2,2,0,2,1,Matches: Repair / constraint / validation relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: recommendation system.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",conf/aaai/PalBGS26,,https://openalex.org/W7138182976
B,8,GNNs and KG representation learning,2026,AAAI,Multi-Granular Graph Learning with Fine-Grained Behavioral Pattern Awareness for Session-Based Recommendation.,Ming Li; Zihao Yan; Yuting Chen; Lixin Cui; Lu Bai; Feilong Cao; Ke Lv; Zhao Li,"Session-based recommendation aims to predict users’ next actions by modeling their ongoing interaction sequences, particularly in scenarios where long-term user profiles are unavailable. While existing methods have achieved promising results by leveraging sequential and graph-based structures, they often rely on global aggregation strategies that emphasize dominant user interests while overlooking the transient and fine-grained behavior patterns embedded in sessions. In practice, user intent evolves across sessions and is reflected through diverse behavioral patterns, ranging from immediate preferences to segmented co-occurrence interests and long-range goals. To address these limitations, we propose GraphFine, a novel multi-granular graph learning framework that achieves fine-grained behavioral pattern awareness for session-based recommendation. Our approach models user behavior at different temporal and semantic granularities through a combination of graph and hypergraph neural networks. Specifically, we employ a position-aware graph to capture short-term item transitions, and construct segmented co-occurrence hypergraphs to uncover high-order semantic relations among co-occurred items. To preserve diverse user intents, we further introduce a multi-view intent readout mechanism that extracts and adaptively integrates intent signals from short-term actions, segmented co-occurrence patterns, and entire sessions. Extensive experiments on benchmark datasets demonstrate that GraphFine consistently outperforms existing state-of-the-art methods, confirming its effectiveness in capturing fine-grained and dynamic user preferences for more accurate recommendation.",https://doi.org/10.1609/aaai.v40i27.39468,10.1609/aaai.v40i27.39468,0,3,0,0,2,2,0,2,1,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: recommender system.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network""], ""kg"": [""knowledge graph""], ""llm_agent"": [""rag""]}",conf/aaai/LiYCCBCLL26,,https://openalex.org/W7137877319
B,8,KG repair / data repair / constraints,2026,WWW,Node Role-Guided LLMs for Dynamic Graph Clustering.,Dongyuan Li; Ying Zhang; Yaozu Wu; Renhe Jiang,"Dynamic graph clustering aims to detect and track time-varying clusters in dynamic graphs, revealing how complex real-world systems evolve over time. However, existing methods are predominantly black-box models. They lack interpretability in their clustering decisions and fail to provide semantic explanations of why clusters form or how they evolve, severely limiting their use in safety-critical domains such as healthcare or transportation. To address these limitations, we propose an end-to-end interpretable framework that maps continuous graph embeddings into discrete semantic concepts through learnable prototypes. Specifically, we first decompose node representations into orthogonal role and clustering subspaces, so that nodes with similar roles (e.g., hubs, bridges) but different cluster affiliations can be properly distinguished. We then introduce five node role prototypes (Leader, Contributor, Wanderer, Connector, Newcomer) in the role subspace as semantic anchors, transforming continuous embeddings into discrete concepts to facilitate LLM understanding of node roles within communities. Finally, we design a hierarchical LLM reasoning mechanism to generate both clustering results and natural language explanations, while providing consistency feedback as weak supervision to refine node representations. Experimental results on four synthetic and six real-world benchmarks demonstrate the effectiveness, interpretability, and robustness of DyG-RoLLM. Code is available at https: //github.com/Clearloveyuan/DyG-RoLLM.",https://doi.org/10.1145/3774904.3792704,10.1145/3774904.3792704,0,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""rdf""], ""repair"": [""consistency""]}",conf/www/LiZWJ26,,https://openalex.org/W7152446242
B,8,KG repair / data repair / constraints,2026,AAAI,Oblivionis: A Lightweight Learning and Unlearning Framework for Federated Large Language Models.,Fuyao Zhang; Xinyu Yan; Tiantong Wu; Wenjie Li; Tianxiang Chen; Yang Cao; Ran Yan; Longtao Huang; Wei Yang Bryan Lim; Qiang Yang,"Large Language Models (LLMs) increasingly leverage Federated Learning (FL) to utilize private, task-specific datasets for fine-tuning while preserving data privacy. However, while federated LLM frameworks effectively enable collaborative training without raw data sharing, they critically lack built-in mechanisms for regulatory compliance like GDPR’s right to be forgotten. Integrating private data heightens concerns over data quality and long-term governance, yet existing distributed training frameworks offer no principled way to selectively remove specific client contributions post-training. Due to distributed data silos, stringent privacy constraints, and the intricacies of interdependent model aggregation, federated LLM unlearning is significantly more complex than centralized LLM unlearning. To address this gap, we introduce Oblivionis, a lightweight learning and unlearning framework that enables clients to selectively remove specific private data during federated LLM training, enhancing trustworthiness and regulatory compliance. By unifying FL and unlearning as a dual optimization objective, we incorporate 6 FL and 5 unlearning algorithms for comprehensive evaluation and comparative analysis, establishing a robust pipeline for federated LLM unlearning. Extensive experiments demonstrate that Oblivionis outperforms local training, achieving a robust balance between forgetting efficacy and model utility, with cross-algorithm comparisons providing clear directions for future LLM development.",https://doi.org/10.1609/aaai.v40i33.40045,10.1609/aaai.v40i33.40045,0,0,3,0,0,2,2,2,1,Matches: Repair / constraint / validation relevance; LLM-agent relevance; Database/data quality relevance; Benchmark/evaluation relevance. Low-priority terms also matched: networking.,"{""benchmark"": [""evaluation""], ""data_quality"": [""data quality""], ""llm_agent"": [""large language model"", ""rag""], ""repair"": [""constraints""]}",conf/aaai/ZhangYWLCCYHLY26,,https://openalex.org/W7138215818
B,8,KG repair / data repair / constraints,2026,AAAI,PCoKG: Personality-aware Commonsense Reasoning with Debate.,Weijie Li; Zhongqing Wang; Guodong Zhou,"Most commonsense reasoning models overlook the influence of personality traits, limiting their effectiveness in personalized systems such as dialogue generation. To address this limitation, we introduce the Personality-aware Commonsense Knowledge Graph (PCoKG), a structured dataset comprising 521,316 quadruples. We begin by employing three evaluators to score and filter events from the ATOMIC dataset, selecting those that are likely to elicit diverse reasoning patterns across different personality types. For knowledge graph construction, we leverage the role-playing capabilities of large language models (LLMs) to perform reasoning tasks. To enhance the quality of the generated knowledge, we incorporate a debate mechanism consisting of a proponent, an opponent, and a judge, which iteratively refines the outputs through feedback loops. We evaluate the dataset from multiple perspectives and conduct fine-tuning and ablation experiments using multiple LLM backbones to assess PCoKG's robustness and the effectiveness of its construction pipeline. Our LoRA-based fine-tuning results indicate a positive correlation between model performance and the parameter scale of the base models. Finally, we apply PCoKG to persona-based dialogue generation, where it demonstrates improved consistency between generated responses and reference outputs. This work bridges the gap between commonsense reasoning and individual cognitive differences, enabling the development of more personalized and context-aware AI systems.",https://doi.org/10.1609/aaai.v40i23.39000,10.1609/aaai.v40i23.39000,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph""], ""llm_agent"": [""large language model"", ""rag""], ""repair"": [""consistency""]}",conf/aaai/LiWZ26a,,https://openalex.org/W7137975900
B,8,KG repair / data repair / constraints,2026,AAAI,Points Meet Pixels: Bridging 2D Vision-Language Model and 3D Perception Gaps for Point Cloud Quality Assessment.,Mingxuan Li; Zihao Huang; Xiaohui Chu; Fazhan Zhang; Bohan Fu; Runze Hu,"Vision-Language Models (VLMs) have demonstrated significant progress in quality assessment tasks. However, a fundamental paradox arises when their application to Point Cloud Quality Assessment (PCQA). Existing VLMs, designed for image-text pairs, are inherently incompatible with 3D point cloud data due to the modality gap. While some PCQA research attempts to adapt point clouds to VLMs by 2D projection, this approach inevitably sacrifices crucial spatial structure information essential for accurate quality assessment. Conversely, directly integrating a dedicated 3D branch into a VLM-based PCQA framework introduces feature space misalignment and an influx of quality-insensitive information. To bridge these fundamental conflicts hindering VLMs' adaptation to PCQA, we propose the PMP-PCQA framework, which leverages the inherent mapping relationship between points and pixels to seamlessly apply VLMs to PCQA. Our approach introduces three key innovations: a Spatial Awareness Enhancer(SAE) module that enriches the image features with spatial coordinate clues to reinforce geometric awareness in 2D visual representations; a Fine-to-coarse Consistency Alignment(FCA) module that bridges the gap between 2D and 3D modalities by leveraging point-pixel correspondences to construct bridging features; and a Text-Guided Adaptive Miner(TAM) module that dynamically suppresses quality-insensitive features to mine discriminative visual clues for PCQA. Extensive evaluations demonstrate that PMP-PCQA consistently outperforms state-of-the-art methods across multiple benchmarks.",https://doi.org/10.1609/aaai.v40i8.37561,10.1609/aaai.v40i8.37561,0,0,3,0,0,2,2,2,1,Matches: Repair / constraint / validation relevance; LLM-agent relevance; Database/data quality relevance; Benchmark/evaluation relevance. Low-priority terms also matched: networking.,"{""benchmark"": [""benchmark"", ""evaluation""], ""data_quality"": [""data quality""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/aaai/LiHCZFH26,,https://openalex.org/W7138301933
B,8,KG repair / data repair / constraints,2026,WWW,Relation-Aware Multimodal Analogical Reasoning with Modality Fingerprints and Adaptive Gating.,Ruofan Wang; Zijian Huang; Qiqi Wang; Yuchen Su; Robert Amor; Kaiqi Zhao; Meng-Fen Chiang,"Analogical reasoning over Multimodal Knowledge Graphs (MMKGs) couples abductive relation induction with inductive tail completion. However, existing approaches rely on static fusion mechanisms that overlook the inherent asymmetry of modal relevance: while visual cues elucidate concrete entities, they are often noisy or irrelevant for abstract concepts, where text and graph structure provide decisive signals. Furthermore, prior methods fail to enforce consistency between induced relations and the modality patterns implied by the analogical context. To bridge this gap, we introduce RMAR, a Relation-aware Multimodal Analogical Reasoning framework with two complementary paths. An explicit path estimates modality fingerprints to score compatibility during relation induction and guide fusion during tail completion. An implicit path employs adaptive gating to blend structural, textual, and visual signals conditioned on the specific query context. To address the limitations of current benchmarks, which overrepresent concrete entities, we release MCNetAnalogy, and its companion graph, MCNetKG, a rigorous dataset enriched with abstract concepts and actions. RMAR is backbone-agnostic and works with multimodal knowledge graph embedding (MKGE) and transformer-based (MPT) pipelines. Extensive experiments demonstrate that RMAR delivers consistent gains across both embedding-based and transformer-based backbones, achieving a 29% relative improvement on MCNetAnalogy. Ablation studies confirm that RMAR's relation-aware modulation is particularly effective when modal evidence is weak or ambiguous.",https://doi.org/10.1145/3774904.3792481,10.1145/3774904.3792481,0,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""repair"": [""consistency""]}",conf/www/WangHWSAZC26,,https://openalex.org/W7156314501
B,8,KG repair / data repair / constraints,2026,AAAI,SARA: Leveraging LLM Agents and Jurisprudential Ontologies for Automated Legal Reasoning.,Francisco C. J. Bonfim; Sara Pessoa Silva; Alicia S. Neves; Henrique Santos; João A. Monteiro Neto; Jorge L. B. Araujo; Rilder S. Pires; Ricardo Alexandre Da Silva Costa; Vasco Furtado; Vládia Pinheiro,"Delivering judicial decisions requires interpreting complex legal texts, analyzing evidence, and reasoning over jurisprudence and legal principles. Recent advances in Generative Artificial Intelligence, particularly Large Language Models (LLMs), have shown potential to automate parts of this process; however, practical and measurable benefits in real-world judicial settings remain limited. This paper introduces SARA, an LLM-powered legal reasoning platform deployed in a regional Brazilian court, which demonstrates significant efficiency and quality gains through the integration of LLM agents with a Jurisprudential Knowledge Graph (Jur-KG). SARA automatically extracts and structures key elements from legal documents, including claims, requests, and evidence, and generates legal reasoning grounded in retrieved jurisprudential precedents. The Jur-KG is modeled through an ontology encompassing core legal concepts such as parties, facts, and legal claims, enabling semantic matching and retrieval of relevant case law. By representing cases according to the Legal Case Ontology for the Brazilian Judicial System, SARA supports traceable reasoning and addresses competence questions to assess the coverage, coherence, and justification of AI-generated outputs. Deployment results indicate measurable improvements in processing time, consistency, and explainability, while ensuring compliance with ethical and legal guidelines established by Brazil’s National Council of Justice. This work demonstrates that combining LLM-based agents with domain-specific knowledge graphs can deliver both innovative capabilities and proven impact in judicial decision-making.",https://doi.org/10.1609/aaai.v40i47.41425,10.1609/aaai.v40i47.41425,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph"", ""ontology""], ""llm_agent"": [""llm agent"", ""large language model"", ""rag""], ""repair"": [""consistency""]}",conf/aaai/BonfimSNSNAPCFP26,,https://openalex.org/W7139035965
B,8,Neuro-symbolic and verifier-guided learning,2026,AAAI,SheetBrain: A Neuro-Symbolic Agent for Accurate Reasoning over Complex and Large Spreadsheets.,Ziwei Wang; Jiayuan Su; Mengyu Zhou; Huaxing Zeng; Mengni Jia; Xiao Lv; Haoyu Dong; Xiaojun Ma; Shi Han; Dongmei Zhang,"Understanding and reasoning over complex spreadsheets remain fundamental challenges for large language models (LLMs), which often struggle with intricate structures and rely solely on neural computation. In this work, we propose SheetBrain, a neuro-symbolic dual-workflow agent framework for precise and interpretable reasoning over tabular data. SheetBrain consists of an understanding module that produces a comprehensive overview of the spreadsheet, including structural summaries and query-specific analyses to guide execution; an execution module that integrates a Python sandbox with preloaded table-processing libraries and an Excel helper toolkit for effective data manipulation; and a validation module that verifies the correctness of reasoning and answers, triggering re-execution if necessary. We evaluate SheetBrain on multiple public QA and manipulation benchmarks, and introduce SheetBench, a new benchmark targeting large, multi-table, and structurally complex spreadsheets. Experimental results show that SheetBrain significantly improves reasoning performance on both existing benchmarks and the more challenging scenarios presented in SheetBench.",https://doi.org/10.1609/aaai.v40i40.40671,10.1609/aaai.v40i40.40671,0,0,3,2,0,2,0,2,1,Matches: Repair / constraint / validation relevance; Neuro-symbolic relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: robotics.,"{""benchmark"": [""benchmark""], ""llm_agent"": [""large language model""], ""neurosymbolic"": [""neuro-symbolic""], ""repair"": [""validation""]}",conf/aaai/WangSZZJLDMHZ26,,https://openalex.org/W7139060195
B,8,KG repair / data repair / constraints,2026,AAAI,VSPO: Validating Semantic Pitfalls in Ontology via LLM-Based CQ Generation.,Hyojun Choi; Seokju Hwang; Kyong-Ho Lee,"Competency Questions (CQs) play a crucial role in validating ontology design. While manually crafting CQs can be highly time-consuming and costly for ontology engineers, recent studies have explored the use of large language models (LLMs) to automate this process. However, prior approaches have largely evaluated generated CQs based on their similarity to existing datasets, which often fail to verify semantic pitfalls such as “Misusing allValuesFrom”. Since such pitfalls cannot be reliably detected through rule-based methods, we propose a novel dataset and model of Validating Semantic Pitfalls in Ontology (VSPO) for CQ generation specifically designed to verify the semantic pitfalls. To simulate missing and misused axioms, we use LLM to generate natural language definitions of classes and properties and introduce misalignments between the definitions and the ontology by removing axioms or altering logical operators (e.g., substituting union with intersection). We then fine-tune LLaMA-3.1-8B-Instruct to generate CQs that validate these semantic discrepancies between the provided definitions and the corresponding axioms. The resulting CQs can detect a broader range of modeling errors compared to existing public datasets. Our fine-tuned model demonstrates superior performance over baselines, showing 26% higher precision and 28.2% higher recall than GPT-4.1 in generating CQs for pitfall validation. This research enables automatic generation of TBox-validating CQs using LLMs, significantly reducing manual effort while improving semantic alignment between ontologies and expert knowledge. To the best of our knowledge, this is the first study to target semantic pitfall validation in CQ generation using LLMs.",https://doi.org/10.1609/aaai.v40i23.38969,10.1609/aaai.v40i23.38969,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""ontology""], ""llm_agent"": [""large language model""], ""repair"": [""validation""]}",conf/aaai/ChoiHL26,,https://openalex.org/W7138153002
B,8,KG repair / data repair / constraints,2026,AAAI,Wikontic: A Tool for Building Knowledge Graphs from Text Aligned with the Wikidata Ontology.,Alla Chepurova; Aydar Bulatov; Mikhail Burtsev; Yuri Kuratov,"Knowledge Graphs (KGs) provide structured, verifiable representations that ground facts and supply large language models (LLMs) with reliable real-world information. Building high-quality KGs from open-domain text remains difficult due to redundancy, inconsistency, and lack of ontology grounding. We present Wikontic, a pipeline that extracts triples from text with LLMs and refines them through ontology-based typing, schema validation, and entity deduplication, yielding compact and coherent graphs. Unlike prior frameworks that lack ontology grounding or perform only partial deduplication, Wikontic uniquely integrates entity canonicalization, alias tracking, and automatic enforcement of Wikidata’s ontology, enabling robust schema-aware construction without manual schema design. Its web interface lets users upload text, visualize graphs, and perform multi-hop question answering. By combining LLM flexibility with Wikidata’s ontological rigor, Wikontic transforms ambiguous text into structured, interpretable, and actionable knowledge.",https://doi.org/10.1609/aaai.v40i48.42341,10.1609/aaai.v40i48.42341,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph"", ""wikidata"", ""rdf"", ""semantic web"", ""ontology""], ""llm_agent"": [""large language model"", ""rag""], ""repair"": [""consistency"", ""validation""]}",conf/aaai/ChepurovaBBK26,,https://openalex.org/W7138916812
B,8,KG repair / data repair / constraints,2025,VLDB,Accordion: Balancing Performance and Cost in Cloud-Native Data Analysis with Intra-Query Runtime Elasticity.,Xukang Zhang; Huanchen Zhang; Xiaofeng Meng,"Cloud databases empower users to leverage vast computing resources for efficient data analysis. However, achieving cost-effective utilization of these resources remains a challenge. Users often struggle to balance computing resource allocation with their temporal and financial constraints. To address this, we propose the concept of Intra-Query Runtime Elasticity (IQRE), which allows a cloud-native OLAP engine to dynamically adjust the query Degree of Parallelism (DOP) during query execution. We introduce Accordion, the first IQRE engine. Accordion features a friendly user interface for parallelism adjustments. It includes an auto-tuner that supports both manual and automatic DOP tuning during query execution. In this demonstration, we present Accordion's architecture and provide attendees with hands-on experience, allowing them to execute queries and adjust query parallelism during query execution based on their time or cost budgets.",https://doi.org/10.14778/3750601.3750658,10.14778/3750601.3750658,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""rdf""], ""llm_agent"": [""rag""], ""repair"": [""constraints""]}",journals/pvldb/ZhangZM25,,https://openalex.org/W4414245095
B,8,KG repair / data repair / constraints,2025,IJCAI,Contractions Based on Optimal Repairs (Extended Abstract).,Franz Baader; Renata Wassermann,"Removing unwanted consequences from a knowledge base has been investigated in belief change under the name contraction and is called repair in ontology engineering. Simple repair and contraction approaches based on removing statements from the knowledge base (respectively called belief base contractions and classical repairs) have the disadvantage that they are syntax-dependent and may remove more consequences than necessary. Belief set contractions do not have these problems, but may result in belief sets that have no finite representation. Similarly, optimal repairs, which are syntax-independent and maximize the retained consequences, may not exist. Our KR 2024 paper leverage advances in characterizing and computing optimal repairs of ontologies based on the description logics EL to obtain contraction operations that combine the advantages of belief set and belief base contractions. It introduces this new approach in a very general setting, and proves a characterization theorem that relates the obtained contractions with well-known rationality postulates. Then, it describes a variety of interesting instances, not only in the standard repair/contraction setting where one wants to get rid of a consequence, but also in other settings such as variants of forgetting in propositional and description logic.",https://doi.org/10.24963/ijcai.2025/1204,10.24963/ijcai.2025/1204,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""ontology""], ""llm_agent"": [""rag""], ""repair"": [""belief revision""]}",conf/ijcai/BaaderW25,,https://openalex.org/W4414359786
B,8,KG repair / data repair / constraints,2025,WWW,DAGE: DAG Query Answering via Relational Combinator with Logical Constraints.,Yunjie He; Bo Xiong; Daniel Hernández; Yuqicheng Zhu; Evgeny Kharlamov; Steffen Staab,"Predicting answers to queries over knowledge graphs is called a complex reasoning task because answering a query requires subdividing it into subqueries. Existing query embedding methods use this decomposition to compute the embedding of a query as the combination of the embedding of the subqueries. This requirement limits the answerable queries to queries having a single free variable and being decomposable, which are called tree-form queries and correspond to the SROI- description logic. In this paper, we define a more general set of queries, called DAG queries and formulated in the ALCOIR description logic, propose a query embedding method for them, called DAGE, and a new benchmark to evaluate query embeddings on them. Given the computational graph of a DAG query, DAGE combines the possibly multiple paths between two nodes into a single path with a trainable operator that represents the intersection of relations and learns DAG-DL concepts from tautologies. We implement DAGE on top of existing query embedding methods, and we empirically measure the improvement of our method over the results of vanilla methods evaluated in tree-form queries that approximate the DAG queries of our proposed benchmark.",https://doi.org/10.1145/3696410.3714677,10.1145/3696410.3714677,0,3,3,0,0,0,0,2,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; Benchmark/evaluation relevance.,"{""benchmark"": [""benchmark""], ""kg"": [""knowledge graph""], ""repair"": [""constraints""]}",conf/www/HeX0ZKS25,,https://openalex.org/W4409656986
B,8,KG repair / data repair / constraints,2025,ICDE,Effectively PAIRing LLMs with Online Marketing via Progressive Prompting Augmentation.,Chunjing Gan; Dan Yang; Binbin Hu; Ziqi Liu; Yue Shen; Zhiqiang Zhang; Jinjie Gu; Jun Zhou; Guannan Zhang,"In this paper, we seek to carefully prompt a Large Language Model (LLM) with domain-level knowledge as a better marketing-oriented knowledge miner for marketing-oriented knowledge graph construction, which is non-trivial, suffering from several inevitable issues in real-world marketing scenarios, i.e., uncontrollable relation generation of LLMs, insufficient prompting ability of a single prompt, unaffordable deployment cost of LLMs. To this end, we propose PAIR, a novel Progressive prompting Augmented mIning fRamework for harvesting marketing-oriented knowledge graph with LLMs. In particular, we reduce the pure relation generation to an LLM-based adaptive relation filtering process through knowledge-empowered prompting technique. Next, we steer LLMs for entity expansion with progressive prompting augmentation, followed by a reliable aggregation with comprehensive consideration of both self-consistency and semantic relatedness. In terms of online serving, we specialize in a small and white-box PAIR (i.e., LightPAIR), which is fine-tuned with a high-quality corpus provided by a strong teacher-LLM. Extensive experiments and practical applications in audience targeting verify the effectiveness of the proposed (Light)PAIR.",https://doi.org/10.1109/ICDE65448.2025.00323,10.1109/icde65448.2025.00323,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph""], ""llm_agent"": [""large language model""], ""repair"": [""consistency""]}",conf/icde/GanYHLSZGZZ25,,https://openalex.org/W4413360653
B,8,KG repair / data repair / constraints,2025,WWW,From Retrieval to Reasoning: Advancing AI Agents for Knowledge Discovery and Collaboration.,Jure Leskovec,"The web is the world's largest knowledge repository, yet as AI systems become increasingly integrated into our digital infrastructure, the ability to retrieve, reason, and collaborate effectively has become paramount. Large Language Models (LLMs) are evolving from passive responders to active knowledge agents that can retrieve complex information, validate hypotheses, and optimize interactions over multiple turns. In this talk, I will explore the frontiers of AI-driven knowledge retrieval and reasoning, drawing from recent research on knowledge graphs, semi-structured retrieval, adaptive tool use, and multi-turn AI collaboration. I will also discuss how agentic frameworks enable rigorous, automated hypothesis validation through sequential falsifications. Together, these advancements push beyond traditional search and QA systems, unlocking new capabilities for knowledge discovery, scientific research, and human-AI collaboration. Finally, I will highlight key challenges and opportunities in building AI systems that are not just accurate, but also interactive, explainable, and aligned with human needs.",https://doi.org/10.1145/3696410.3714542,10.1145/3696410.3714542,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph""], ""llm_agent"": [""large language model"", ""tool use""], ""repair"": [""validation""]}",conf/www/Leskovec25,,https://openalex.org/W4409657287
B,8,KG repair / data repair / constraints,2025,AAAI,KGCRR: An Effective Metric-Driven Knowledge Graph Completion Framework by Designing a Novel Upper Bound Function with Adaptive Approximation to Reciprocal Rank.,Kuan Xu; Kuo Yang; Jian Liu; Xiangkui Lu; Jun Wu; Xuezhong Zhou,"Knowledge Graph Embedding (KGE) methods have achieved great success in predicting missing links in knowledge graphs, a task also known as Knowledge Graph Completion (KGC). Under this task, the Reciprocal Rank (RR) of ground-truth items serve as a key indicator for evaluating the method’s performance. However, most existing studies have overlooked the inconsistency between the ranking metric, RR, and the optimization objective functions, resulting in sub-optimal KGC performance. To address this issue, we propose a KGC framework called KGCRR by designing a novel upper bound function named CRR. By introducing the parameter-pressure ρ to shift the sigmoid function, CRR achieves a better approximation to RR compared with existing objective functions. We theoretically proved that by adjusting ρ, CRR can achieve a more effective approximation to RR. By narrowing the discrepancy with RR and alleviating the gradient vanishing issue associated with the direct optimization of RR loss, CRR demonstrates an advantage in optimizing RR. CRR serves as a plug-and-play objective, capable of seamless integration into various KGE methods. Through extensive experiments conducted on FB15k-237 and WN18RR datasets, we have obtained promising results, with an average improvement of 19.06% in MRR, indicating that CRR significantly enhances the performance of existing methods.",https://doi.org/10.1609/aaai.v39i12.33410,10.1609/aaai.v39i12.33410,0,3,3,0,0,2,0,0,0,Matches: KG / RDF / Wikidata relevance; Repair / constraint / validation relevance; LLM-agent relevance.,"{""kg"": [""knowledge graph""], ""llm_agent"": [""rag""], ""repair"": [""consistency""]}",conf/aaai/XuYLLWZ25,,https://openalex.org/W4409366031
B,8,GNNs and KG representation learning,2025,KDD,LightKG: Efficient Knowledge-Aware Recommendations with Simplified GNN Architecture.,Yanhui Li; Dongxia Wang; Zhu Sun; Haonan Zhang; Huizhong Guo,"Recently, Graph Neural Networks (GNNs) have become the dominant approach for Knowledge Graph-aware Recommender Systems (KGRSs) due to their proven effectiveness. Building upon GNN-based KGRSs, Self-Supervised Learning (SSL) has been incorporated to address the sparity issue, leading to longer training time. However, through extensive experiments, we reveal that: (1)compared to other KGRSs, the existing GNN-based KGRSs fail to keep their superior performance under sparse interactions even with SSL. (2) More complex models tend to perform worse in sparse interaction scenarios and complex mechanisms, like attention mechanism, can be detrimental as they often increase learning difficulty. Inspired by these findings, we propose LightKG, a simple yet powerful GNN-based KGRS to address sparsity issues. LightKG includes a simplified GNN layer that encodes directed relations as scalar pairs rather than dense embeddings and employs a linear aggregation framework, greatly reducing the complexity of GNNs. Additionally, LightKG incorporates an efficient contrastive layer to implement SSL. It directly minimizes the node similarity in original graph, avoiding the time-consuming subgraph generation and comparison required in previous SSL methods. Experiments on four benchmark datasets show that LightKG outperforms 12 competitive KGRSs in both sparse and dense scenarios while significantly reducing training time. Specifically, it surpasses the best baselines by an average of 5.8% in recommendation accuracy and saves 84.3% of training time compared to KGRSs with SSL. Our code is available at https://github.com/1371149/LightKG.",https://doi.org/10.1145/3711896.3737026,10.1145/3711896.3737026,0,3,0,0,2,2,0,2,1,Matches: KG / RDF / Wikidata relevance; Graph ML relevance; LLM-agent relevance; Benchmark/evaluation relevance. Low-priority terms also matched: recommender system.,"{""benchmark"": [""benchmark""], ""graph_ml"": [""graph neural network"", ""gnn""], ""kg"": [""knowledge graph""], ""llm_agent"": [""rag""]}",conf/kdd/Li000G25,,https://openalex.org/W4412877184
